pin,slack
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwrite:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwrite:CLK,78445
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwrite:D,80587
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwrite:EN,77165
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwrite:Q,78445
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[5]:A,14215
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[5]:B,13069
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[5]:C,16368
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[5]:D,16262
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_21_iv_0[5]:Y,13069
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[24]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[24]:CLK,16895
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[24]:D,12006
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[24]:Q,16895
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_iv_0[0]:A,11451
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_iv_0[0]:B,14219
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_iv_0[0]:C,13082
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_iv_0[0]:Y,11451
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_data_out_dx_31_1:A,13149
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_data_out_dx_31_1:B,13066
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_data_out_dx_31_1:Y,13066
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:A,15348
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:B,16308
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:C,16280
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:Y,15348
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:A,16345
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:B,13964
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:C,16300
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:D,16167
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_ns_i_0_0_a2[1]:Y,13964
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[6]:ALn,16558
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[6]:CLK,18570
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[6]:EN,17464
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[6]:Q,18570
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/counter_q_RNO[5]:A,8795
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/counter_q_RNO[5]:B,17456
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/counter_q_RNO[5]:Y,8795
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_280:A,77993
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_280:B,79006
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_280:IPA,77993
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_280:IPB,79006
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[4]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[4]:CLK,17561
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[4]:D,14205
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[4]:EN,16445
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[4]:Q,17561
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_n4:A,16399
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_n4:B,15267
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_n4:C,17453
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_n4:D,17335
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_n4:Y,15267
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_0_a2_0[0]:A,16302
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_0_a2_0[0]:B,13902
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_0_a2_0[0]:C,16246
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_0_a2_0[0]:Y,13902
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_0_sqmuxa:A,13069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_0_sqmuxa:B,14117
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt_0_sqmuxa:Y,13069
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_0[6]:A,12589
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_0[6]:B,12498
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_0[6]:C,11546
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_0[6]:D,12217
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_0[6]:Y,11546
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_9:IPENn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_242:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_d[2]:A,9084
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_d[2]:B,15305
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_d[2]:Y,9084
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[0]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[0]:CLK,16368
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[0]:D,15260
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[0]:Q,16368
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_261:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_261:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_rd_pointer_q_1.CO2:A,16559
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_rd_pointer_q_1.CO2:B,16460
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_rd_pointer_q_1.CO2:C,16399
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_rd_pointer_q_1.CO2:D,10144
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_rd_pointer_q_1.CO2:Y,10144
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:A,16159
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:B,14898
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:C,14848
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:D,14680
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:Y,14680
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_55:IPB,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[31]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[31]:CLK,17052
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[31]:D,17778
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[31]:EN,13140
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[31]:Q,17052
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[13]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[13]:CLK,79134
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[13]:D,80781
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[13]:EN,77165
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[13]:Q,79134
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/counter_q[3]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/counter_q[3]:CLK,12559
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/counter_q[3]:D,8754
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/counter_q[3]:Q,12559
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv_0[2]:A,14215
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv_0[2]:B,13069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv_0[2]:C,16368
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv_0[2]:D,16262
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv_0[2]:Y,13069
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_279:A,78403
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_279:B,79030
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_279:IPA,78403
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_279:IPB,79030
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv[7]:A,14318
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv[7]:B,13992
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv[7]:C,13069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_10_iv[7]:Y,13069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_first:ALn,15351
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_first:CLK,17659
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_first:D,16261
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_first:EN,17325
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_first:Q,17659
SD_SDI_ibuf/U0/U_IOINFF:A,
SD_SDI_ibuf/U0/U_IOINFF:Y,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_29:C,18708
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_29:IPC,18708
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_3_4_i:A,12936
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_3_4_i:B,12886
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_3_4_i:C,12781
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_3_4_i:D,12663
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_3_4_i:Y,12663
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_alldone:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_alldone:CLK,16411
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_alldone:D,14015
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_alldone:Q,16411
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q_3[4]:A,17589
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q_3[4]:B,17541
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q_3[4]:C,9978
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q_3[4]:D,11055
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q_3[4]:Y,9978
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_26:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_11_PAD/U_IOINFF:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_11_PAD/U_IOINFF:Y,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:A,75721
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:B,75789
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPA,75721
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPB,75789
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[4]:ALn,16558
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[4]:CLK,17403
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[4]:D,15284
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[4]:Q,17403
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_31:C,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_31:IPC,
m2s_creative_demo_0/ddr_mss_sb_0/CCC_0/CCC_INST/IP_INTERFACE_8:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/CCC_0/CCC_INST/IP_INTERFACE_8:IPB,
m2s_creative_demo_0/ddr_mss_sb_0/CCC_0/CCC_INST/IP_INTERFACE_8:IPC,
m2s_creative_demo_0/ddr_mss_sb_0/CCC_0/CCC_INST/IP_INTERFACE_1:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/CCC_0/CCC_INST/IP_INTERFACE_1:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/un1_CLK_DIV_1_sqmuxa_1_2_RNIMSD21_0:A,15214
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/un1_CLK_DIV_1_sqmuxa_1_2_RNIMSD21_0:B,13361
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/un1_CLK_DIV_1_sqmuxa_1_2_RNIMSD21_0:C,16281
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/un1_CLK_DIV_1_sqmuxa_1_2_RNIMSD21_0:D,16100
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/un1_CLK_DIV_1_sqmuxa_1_2_RNIMSD21_0:Y,13361
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_RNO[0]:A,14090
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_RNO[0]:B,14161
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_RNO[0]:Y,14090
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_cry[3]:B,17364
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_cry[3]:C,13608
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_cry[3]:FCI,13552
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_cry[3]:FCO,13552
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count_cry[3]:S,13608
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_4:IPENn,
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv[4]:A,9911
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv[4]:B,9232
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv[4]:C,11458
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv[4]:D,9848
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv[4]:Y,9232
GPIO_5_TP_IRQ_ibuf/U0/U_IOINFF:A,
GPIO_5_TP_IRQ_ibuf/U0/U_IOINFF:Y,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[22]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[22]:CLK,12237
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[22]:D,11957
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[22]:EN,11858
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[22]:Q,12237
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTOO1l.CUARTO00l_5:A,14020
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTOO1l.CUARTO00l_5:B,17549
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTOO1l.CUARTO00l_5:C,17445
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTOO1l.CUARTO00l_5:Y,14020
m2s_creative_demo_0/ddr_mss_sb_0/CCC_0/CCC_INST/IP_INTERFACE_5:IPB,
m2s_creative_demo_0/ddr_mss_sb_0/CCC_0/CCC_INST/IP_INTERFACE_5:IPC,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOlI.CUARTO1OI5_2:A,15288
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOlI.CUARTO1OI5_2:B,15466
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOlI.CUARTO1OI5_2:Y,15288
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_5_3:A,13051
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_5_3:B,12968
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_5_3:Y,12968
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_out:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_out:CLK,17561
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_out:D,17582
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_out:Q,17561
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_lastframe:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_lastframe:CLK,15293
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_lastframe:D,14253
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_lastframe:EN,13955
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_lastframe:Q,15293
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:A,16421
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:B,17561
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:C,16280
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:D,16147
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:Y,16147
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/un2_CountIsZero_21:A,12143
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/un2_CountIsZero_21:B,12093
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/un2_CountIsZero_21:C,11996
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/un2_CountIsZero_21:D,11878
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/un2_CountIsZero_21:Y,11878
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_12_u:A,17643
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_12_u:B,17561
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_12_u:C,14236
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_12_u:D,17275
