pin,slack
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_midbit:CLK,17472
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_midbit:D,16241
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_midbit:EN,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_midbit:LAT,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_midbit:Q,17472
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_midbit:SD,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_midbit:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_13:B,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_13:C,17873
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_13:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_13:IPC,17873
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTLI0I_RNO[1]:A,16402
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTLI0I_RNO[1]:B,15230
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTLI0I_RNO[1]:C,16233
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTLI0I_RNO[1]:Y,15230
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:ADn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:ALn,16179
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:CLK,13038
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:D,13472
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:EN,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:LAT,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:Q,13038
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:SD,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_txfifo:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:ALn,16179
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:CLK,7000
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:D,11974
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:EN,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:Q,7000
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:SD,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[1]:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg_RNO[0]:A,16495
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg_RNO[0]:B,16380
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg_RNO[0]:Y,16380
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_214:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_214:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_214:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_214:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_214:IPB,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv_0[29]:A,17651
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv_0[29]:B,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv_0[29]:C,12167
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv_0[29]:D,12165
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv_0[29]:Y,12165
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOOO0_CUARTLI0I_3_2_121_i_a4_0_0:A,16545
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOOO0_CUARTLI0I_3_2_121_i_a4_0_0:B,16495
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOOO0_CUARTLI0I_3_2_121_i_a4_0_0:C,16398
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOOO0_CUARTLI0I_3_2_121_i_a4_0_0:Y,16398
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_2_RNIB0TN2:A,9101
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_2_RNIB0TN2:B,7781
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_2_RNIB0TN2:C,6407
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_2_RNIB0TN2:D,6505
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_2_RNIB0TN2:Y,6407
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un25_clock_rx_fe_2:A,14195
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un25_clock_rx_fe_2:B,14145
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un25_clock_rx_fe_2:Y,14145
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/CLK_DIV_1_sqmuxa:A,15122
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/CLK_DIV_1_sqmuxa:B,13376
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/CLK_DIV_1_sqmuxa:C,16582
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/CLK_DIV_1_sqmuxa:D,16369
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/CLK_DIV_1_sqmuxa:Y,13376
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_3:EN,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_5:EN,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_5:IPENn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:ADn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:ALn,16179
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:CLK,14984
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:D,17845
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:EN,13362
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:LAT,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:Q,14984
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:SD,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTllll[0]:SLn,
SD_SCLK_obuf/U0/U_IOOUTFF:A,
SD_SCLK_obuf/U0/U_IOOUTFF:Y,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/cuartliil_1_5_ns_1_0[4]:A,15232
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/cuartliil_1_5_ns_1_0[4]:B,16413
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/cuartliil_1_5_ns_1_0[4]:C,16308
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/cuartliil_1_5_ns_1_0[4]:Y,15232
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:ADn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:ALn,16179
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:CLK,17464
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:D,16249
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:EN,18378
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:LAT,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:Q,17464
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:SD,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOI1I:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/empty_out_RNILF2L1:A,12452
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/empty_out_RNILF2L1:B,13659
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/empty_out_RNILF2L1:Y,12452
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_22:EN,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_22:IPENn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_30:C,6593
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_30:IPC,6593
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_9_iv_0[3]:A,14274
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_9_iv_0[3]:B,13015
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_9_iv_0[3]:C,16419
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_9_iv_0[3]:D,16313
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg_9_iv_0[3]:Y,13015
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:ALn,15026
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:CLK,16422
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:D,14145
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:EN,17325
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:Q,16422
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:SD,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_RNO[4]:A,17566
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_RNO[4]:B,16396
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_RNO[4]:C,16294
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_RNO[4]:D,14046
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_state_RNO[4]:Y,14046
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/edge_both_RNO[4]:A,17651
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/edge_both_RNO[4]:B,16700
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/edge_both_RNO[4]:C,17510
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/edge_both_RNO[4]:Y,16700
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_spi_clk_tick_6_i_a2_0:A,15120
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_spi_clk_tick_6_i_a2_0:B,15228
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_spi_clk_tick_6_i_a2_0:C,13856
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_spi_clk_tick_6_i_a2_0:D,14905
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_spi_clk_tick_6_i_a2_0:Y,13856
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_5_APB_32_INTR_reg_91_ns[5]:A,17659
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_5_APB_32_INTR_reg_91_ns[5]:B,15302
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_5_APB_32_INTR_reg_91_ns[5]:C,16500
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_5_APB_32_INTR_reg_91_ns[5]:D,11839
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_5_APB_32_INTR_reg_91_ns[5]:Y,11839
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:ALn,16179
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:CLK,11115
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:D,12994
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:EN,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:Q,11115
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:SD,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw[5]:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:ALn,16179
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:CLK,13675
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:D,13555
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:EN,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:Q,13675
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:SD,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[7]:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/PRDDATA[5]:A,11358
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/PRDDATA[5]:B,11027
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/PRDDATA[5]:C,10611
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/PRDDATA[5]:D,8793
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/PRDDATA[5]:Y,8793
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:ADn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:ALn,16179
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:CLK,12046
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:D,12052
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:EN,10769
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:LAT,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:Q,12046
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:SD,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[21]:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:ADn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:ALn,16179
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:CLK,17343
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:D,9241
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:EN,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:LAT,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:Q,17343
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:SD,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/wr_pointer_q[3]:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:ALn,16179
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:CLK,16359
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:D,17471
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:EN,17394
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:Q,16359
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:SD,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[1]:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DM_RDQS_0_PAD/U_IOPAD:D,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DM_RDQS_0_PAD/U_IOPAD:E,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DM_RDQS_0_PAD/U_IOPAD:PAD,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DM_RDQS_0_PAD/U_IOPAD:Y,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q_3_i_o4[1]:A,10719
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q_3_i_o4[1]:B,15141
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q_3_i_o4[1]:C,15109
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q_3_i_o4[1]:Y,10719
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_2[7]:A,9909
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_2[7]:B,7530
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_2[7]:C,14559
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/PRDATA_o_2[7]:Y,7530
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:ADn,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:ALn,16236
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:CLK,16409
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:D,17300
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:EN,18478
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:LAT,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:Q,16409
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:SD,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[7]:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata[0]:A,7774
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata[0]:B,8673
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata[0]:C,6582
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata[0]:Y,6582
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:ADn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:ALn,16179
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:CLK,13034
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:D,10946
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:EN,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:LAT,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:Q,13034
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:SD,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[3]:SLn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[15]:A,17651
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[15]:B,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[15]:C,12167
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[15]:D,12165
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[15]:Y,12165
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_1_APB_32_INTR_reg_43_ns_1[1]:A,16535
